run,mode,round,accept_rate,accuracy,pre_knowledge,post_knowledge,delta_knowledge,pre_engagement,post_engagement,delta_engagement
off_open,als,38,0.3625,0.2413793103448276,0.1434295119334649,0.08191458506128324,-0.06151492687218166,0.35868774463293973,0.34606263531470133,-0.012625109318238403
off_open,als,39,0.35,0.6071428571428571,0.08191458506128324,0.12141132548684098,0.039496740425557744,0.34606263531470133,0.3631681113786569,0.01710547606395557
off_open,als,40,0.35,0.2857142857142857,0.12141132548684098,0.09892851541080448,-0.022482810076036502,0.3631681113786569,0.3541103436325785,-0.009057767746078416
off_open,als,41,0.3625,0.41379310344827586,0.09892851541080448,0.12368333647888116,0.02475482106807668,0.3541103436325785,0.3626068018341954,0.00849645820161693
off_open,als,42,0.3625,0.6206896551724138,0.12368333647888116,0.18159344735683774,0.05791011087795658,0.3626068018341954,0.3734752787432913,0.01086847690909587
off_open,als,43,0.3625,0.5172413793103449,0.18159344735683774,0.18603493081116954,0.0044414834543317905,0.3734752787432913,0.37838103718075144,0.0049057584374601615
off_open,als,44,0.3875,0.8064516129032258,0.18603493081116954,0.27486745322500705,0.08883252241383752,0.37838103718075144,0.4175339371396398,0.039152899958888376
off_open,als,45,0.375,0.7666666666666667,0.27486745322500705,0.32056555682797216,0.04569810360296511,0.4175339371396398,0.4538455349467244,0.036311597807084595
off_open,als,46,0.3875,0.5806451612903226,0.32056555682797216,0.28933170127424157,-0.031233855553730594,0.4538455349467244,0.46923542793324824,0.015389892986523823
off_open,als,47,0.3875,0.6451612903225806,0.28933170127424157,0.2781755264193396,-0.011156174854901946,0.46923542793324824,0.48130852018148607,0.012073092248237827
off_open,als,48,0.3875,0.45161290322580644,0.2781755264193396,0.22678639235090073,-0.051389134068438896,0.48130852018148607,0.4619485863030449,-0.01935993387844115
off_open,als,49,0.3875,0.4838709677419355,0.22678639235090073,0.20615142467517117,-0.02063496767572956,0.4619485863030449,0.46617820622744854,0.004229619924403627
off_open,als,50,0.375,0.2,0.20615142467517117,0.10194964358657228,-0.10420178108859889,0.46617820622744854,0.41200973648540096,-0.05416846974204759
off_open,fixed,1,0.35,0.5714285714285714,0.575,0.4918712803794151,-0.08312871962058488,0.675,0.6400295983926381,-0.03497040160736198
off_open,fixed,2,0.35,0.5357142857142857,0.4918712803794151,0.41103966373970713,-0.08083161663970795,0.6400295983926381,0.6313899459618713,-0.008639652430766809
off_open,fixed,3,0.325,0.2692307692307692,0.41103966373970713,0.27774971844896834,-0.1332899452907388,0.6313899459618713,0.5822532978243584,-0.04913664813751284
off_open,fixed,4,0.3125,0.52,0.27774971844896834,0.2671785823028432,-0.010571136146125149,0.5822532978243584,0.5865268186167523,0.004273520792393848
off_open,fixed,5,0.35,0.32142857142857145,0.2671785823028432,0.20863680078621905,-0.05854178151662415,0.5865268186167523,0.5620725717994682,-0.02445424681728403
off_open,fixed,6,0.275,0.2727272727272727,0.20863680078621905,0.16863270913712916,-0.040004091649089885,0.5620725717994682,0.5278075576884319,-0.03426501411103633
off_open,fixed,7,0.2625,0.2857142857142857,0.16863270913712916,0.1398581320259839,-0.028774577111145255,0.5278075576884319,0.49607803963226965,-0.031729518056162254
off_open,fixed,8,0.275,0.18181818181818182,0.1398581320259839,0.09470612697701192,-0.04515200504897199,0.49607803963226965,0.4546154754967257,-0.041462564135543944
off_open,fixed,9,0.225,0.4444444444444444,0.09470612697701192,0.12404454802681945,0.029338421049807537,0.4546154754967257,0.4533440846128488,-0.0012713908838768995
off_open,fixed,10,0.2375,0.2631578947368421,0.12404454802681945,0.10642406953280101,-0.017620478494018446,0.4533440846128488,0.4262354852803873,-0.027108599332461514
off_open,fixed,11,0.225,0.3333333333333333,0.10642406953280101,0.10974882770268993,0.0033247581698889195,0.4262354852803873,0.419654734976964,-0.006580750303423311
off_open,fixed,12,0.225,0.4444444444444444,0.10974882770268993,0.12888263654048113,0.0191338088377912,0.419654734976964,0.4004015595461431,-0.01925317543082089
off_open,fixed,13,0.275,0.36363636363636365,0.12888263654048113,0.13539173520693532,0.006509098666454188,0.4004015595461431,0.38582615527592234,-0.014575404270220749
off_open,fixed,14,0.2375,0.2631578947368421,0.13539173520693532,0.12499143657218287,-0.010400298634752447,0.38582615527592234,0.367143238862863,-0.01868291641305936
off_open,fixed,15,0.2125,0.17647058823529413,0.12499143657218287,0.09476446428959945,-0.03022697228258342,0.367143238862863,0.35011052898832623,-0.017032709874536756
off_open,fixed,16,0.2,0.5625,0.09476446428959945,0.13089009855676964,0.03612563426717019,0.35011052898832623,0.34712003301140987,-0.002990495976916363
off_open,fixed,17,0.225,0.3333333333333333,0.13089009855676964,0.1381232680214742,0.007233169464704564,0.34712003301140987,0.32501966517662945,-0.02210036783478042
off_open,fixed,18,0.2125,0.29411764705882354,0.1381232680214742,0.12342130188047362,-0.014701966141000583,0.32501966517662945,0.3150175650835727,-0.010002100093056743
off_open,fixed,19,0.2125,0.17647058823529413,0.12342130188047362,0.07648892568095035,-0.04693237619952327,0.3150175650835727,0.28803040226327903,-0.026987162820293675
off_open,fixed,20,0.25,0.4,0.07648892568095035,0.08607078589808578,0.009581860217135432,0.28803040226327903,0.29344900789888917,0.005418605635610141
off_open,fixed,21,0.2,0.4375,0.08607078589808578,0.12478461727160817,0.038713831373522384,0.29344900789888917,0.30610030470551985,0.012651296806630685
off_open,fixed,22,0.2125,0.35294117647058826,0.12478461727160817,0.14104930156290432,0.016264684291296155,0.30610030470551985,0.3071639466906675,0.0010636419851476342
off_open,fixed,23,0.225,0.6666666666666666,0.14104930156290432,0.1998495299857954,0.058800228422891065,0.3071639466906675,0.3060365271064571,-0.0011274195842103651
off_open,fixed,24,0.2,0.4375,0.1998495299857954,0.19055881794454588,-0.00929071204124951,0.3060365271064571,0.29811775108052674,-0.007918776025930385
off_open,fixed,25,0.2,0.3125,0.19055881794454588,0.16967170553755867,-0.020887112406987207,0.29811775108052674,0.2911343867977313,-0.006983364282795446
off_open,fixed,26,0.2,0.0625,0.16967170553755867,0.11788756803282081,-0.05178413750473786,0.2911343867977313,0.25948718803504145,-0.03164719876268984
